dealership_name,website_url,contact_name,contact_title,contact_email,contact_phone,city,state,oem_brand,dealer_group,estimated_vehicles_sold,current_crm,current_dms,current_credit_provider,source,notes,confidence_score
Phone Number (843) 640-0389,,,,,,,NY,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,NY,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(843) 640-0389,,,,,,,NY,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
1080 Motor City Dr,https://www.google.com/maps?q=Heuberger+Subaru+80905&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,Colorado Springs,CO,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
1080 Motor City Dr,,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
"Colorado Springs, CO 80905",,,,,,Colorado Springs,CO,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",55
16 Miles,,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=Heuberger+Subaru+80905&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://bestbuysubaru.com/new-inventory/index?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=View+Inventory,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://bestbuysubaru.com/?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Visit+Website,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://bestbuysubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (719) 600-2080 Fax Number,https://bestbuysubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (719) 600-2080 Fax Number,https://bestbuysubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (719) 600-2080,,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(719) 600-2080,,,,,,,MA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
3698 Route 9 South,https://www.google.com/maps?q=All+American+Subaru+of+Old+Bridge+08857&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,Old Bridge,NJ,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
3698 Route 9 South,,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
"Old Bridge, NJ 08857",,,,,,Old Bridge,NJ,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",55
5 Miles,,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=All+American+Subaru+of+Old+Bridge+08857&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://www.allamericansubaru.com/new-inventory/index?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=View+Inventory,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://www.allamericansubaru.com/?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Visit+Website,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://www.allamericansubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (732) 848-1527 Fax Number,https://www.allamericansubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (732) 848-1527 Fax Number,https://www.allamericansubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (732) 848-1527,,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(732) 848-1527,,,,,,,CT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
5212 N Blackstone Ave,https://www.google.com/maps?q=Lithia+Subaru+of+Fresno+93710&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,Fresno,CA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
5212 N Blackstone Ave,,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
"Fresno, CA 93710",,,,,,Fresno,CA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",55
49 Miles,,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=Lithia+Subaru+of+Fresno+93710&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://www.lithiasubarufresno.com/new-inventory/index?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=View+Inventory,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://www.lithiasubarufresno.com/?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Visit+Website,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://www.lithiasubarufresno.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (559) 831-4930 Fax Number,https://www.lithiasubarufresno.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (559) 831-4930 Fax Number,https://www.lithiasubarufresno.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (559) 831-4930,,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(559) 831-4930,,,,,,,RI,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
PERUZZI MAZDA,https://www.google.com/maps/search/?api=1&query=PERUZZI+MAZDA%2C+140+Lincoln+Hwy%2C+Fairless+Hills%2C+PA+19030),,,,,Lincoln Hwy Fairless Hills,PA,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
FAULKNER MAZDA,https://www.google.com/maps/search/?api=1&query=FAULKNER+MAZDA%2C+4437+Street+Road%2C+Feasterville-Trevose%2C+PA+19053),,,,,Trevose,PA,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
FRED BEANS MAZDA OF ABINGTON,https://www.google.com/maps/search/?api=1&query=FRED+BEANS+MAZDA+OF+ABINGTON%2C+1601+Easton+Road%2C+Willow+Grove%2C+PA+19090),,,,,Easton Road Willow Grove,PA,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
IRWIN MAZDA,https://www.google.com/maps/search/?api=1&query=IRWIN+MAZDA%2C+4000+Route+9+South%2C+Freehold%2C+NJ+07728),,,,,South Freehold,NJ,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
MAPLE SHADE MAZDA,https://www.google.com/maps/search/?api=1&query=MAPLE+SHADE+MAZDA%2C+2921+Route+73+South%2C+Maple+Shade%2C+NJ+08052),,,,,South Maple Shade,NJ,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
